,jur_stn,year,상반기,파출소수,경찰관수,5대범죄발생건,5대범죄검거건,5대범죄검거율,전체인구,전체성비,0대 비율,10대 비율,20대 비율,30대 비율,40대 비율,50대 비율,60대 비율,외국인수,외국인비율,계,초등학교,중학교,고등학교,"대학교(2,3년제)",대학교(4년제 이상),대학원(석박사 과정),받지 않았음(미취학 포함),1인당 담당인구수,기초생활자수,지방세징수액,1인가구비율,절폭신고비율,강살신고비율,교통신고비율,질서신고비율,교통사고발생건,평균출동시간,tot_f_safety,dept_safety,crime_safety, rob_satety_q1,mur_safety_q2,ta_safety_q3,raw_odder_q4,overall_q5
19,서울금천경찰서,2020,1,5,274,1551.6666666666667,782.3333333333334,0.5085788880800711,249673.66666666666,103.96666666666668,0.06154333521101595,0.06659224557378875,0.1449738226222487,0.1586279330959849,0.15558827133399175,0.1889092442720526,0.22368770870974589,26840.333333333332,0.10750460255842686,215450,0.11892782548155025,0.11933627291715015,0.3541146437688559,0.13222557437920632,0.21949408215363192,0.03007194244604316,0.02582965885356232,911.0,0.2000680293730541,435938.0,0.409293062,0.09815863518182141,0.0057342308651209175,0.08672578979235673,0.3163799551234106,390,256,,,,,,,,
102,서울남대문경찰서,2017,0,7,186,939.0,431.0,0.4589989350372737,63948.0,94.7,0.06167511102771001,0.06947832613998874,0.1677613060611747,0.16547820103834365,0.15285857259022956,0.16213173203227624,0.22049164946519045,5132.0,0.080252705323075,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,343.0,0.18017764433602296,653610.0,0.1931121665,0.09155287642420262,0.0012580551812106933,0.10829153444259987,0.2403295267495196,240,243,68.3,68.2,75.6,75.4,75.7,69.1,59.3,68.6
103,서울남대문경찰서,2017,1,7,186,829.0,437.0,0.5271411338962606,63948.0,94.7,0.06167511102771001,0.06947832613998874,0.1677613060611747,0.16547820103834365,0.15285857259022956,0.16213173203227624,0.22049164946519045,5132.0,0.080252705323075,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,343.0,0.059564020766873074,653610.0,0.1931121665,0.0881720857998971,0.0009494649184489392,0.1103948144657636,0.2523639553646717,183,243,70.2,69.6,78.3,77.3,79.3,68.8,61.0,71.7
104,서울남대문경찰서,2018,0,7,186,914.0,463.0,0.5065645514223195,64898.0,94.2,0.059539126482122076,0.06765949906392289,0.17113646694453644,0.16739986286277805,0.1463670192685501,0.1623227039145743,0.2253981216823193,5994.0,0.09236031927023944,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,348.0,0.1845665505870751,728979.0,0.1958777445,0.08563974591651542,0.0006238656987295826,0.11099137931034483,0.242967332123412,253,260,74.5,74.6,80.0,78.9,81.1,74.4,69.2,74.4
105,서울남대문경찰서,2018,1,7,186,744.0,361.0,0.4852150537634409,64898.0,94.2,0.059539126482122076,0.06765949906392289,0.17113646694453644,0.16739986286277805,0.1463670192685501,0.1623227039145743,0.2253981216823193,5994.0,0.09236031927023944,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,348.0,0.1779407685907116,728979.0,0.1958777445,0.10654867256637167,0.00035398230088495576,0.09663716814159293,0.2336283185840708,291,260,72.7,72.3,79.2,77.8,80.6,69.2,67.9,73.6
106,서울남대문경찰서,2019,0,7,186,790.0,456.0,0.5772151898734177,65478.0,93.9,0.05837030475652314,0.061462922944172514,0.17424803561474378,0.16774208327924434,0.1430698626266637,0.1609459593607062,0.23403101781500799,6279.0,0.09589480436177036,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,352.0,0.20335074376126333,853964.0,0.202565326,0.08919727891156462,0.0009251700680272107,0.12174149659863945,0.24234013605442176,294,255,74.4,74.4,79.0,78.2,79.8,73.1,71.1,74.5
107,서울남대문경찰서,2019,1,7,186,849.0,437.0,0.5147232037691402,65478.0,93.9,0.05837030475652314,0.061462922944172514,0.17424803561474378,0.16774208327924434,0.1430698626266637,0.1609459593607062,0.23403101781500799,6279.0,0.09589480436177036,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,352.0,0.19704328171294166,853964.0,0.202565326,0.08368353736524757,0.0009744807844570317,0.11779036482124368,0.2528777635665997,282,255,78.2,77.8,82.7,81.2,84.2,77.9,72.9,79.2
20,서울남대문경찰서,2020,0,7,186,844.1666666666666,430.8333333333333,0.5116430112936421,64774.666666666664,94.26666666666667,0.05986151408878509,0.06620024938269471,0.171048602873485,0.16687338239345537,0.14743181816181447,0.1618001317691856,0.22664026298750592,5801.666666666667,0.08950260965169493,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,347.6666666666667,0.1671071682924813,745517.6666666666,0.2070861995,0.06779579231808532,0.0031123335263462653,0.1194991314418066,0.28669658367110595,203,256,,,,,,,,
21,서울남대문경찰서,2020,1,7,186,844.1666666666666,430.8333333333333,0.5116430112936421,64774.666666666664,94.26666666666667,0.05986151408878509,0.06620024938269471,0.171048602873485,0.16687338239345537,0.14743181816181447,0.1618001317691856,0.22664026298750592,5801.666666666667,0.08950260965169493,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,347.6666666666667,0.1671071682924813,745517.6666666666,0.2070861995,0.07718333685768662,0.002722562909706069,0.1192905476844999,0.27722562909706067,191,256,,,,,,,,
108,서울노원경찰서,2017,0,8,415,2267.0,998.0,0.4402293780326423,543499.0,94.2,0.07480970526164722,0.11588061799561727,0.14216401502118678,0.13466630113394873,0.1759064874084405,0.1613600025023045,0.1951411134151121,4731.0,0.00870470782834927,531568,0.11515177738313816,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1309.0,0.2604310219522023,341804.0,0.242738538,0.10065554746893213,0.002888801961489662,0.11013740282541562,0.2609526648257088,817,243,74.5,74.4,79.2,79.3,79.1,71.1,72.4,74.8
109,서울노원경찰서,2017,1,8,415,2067.0,926.0,0.447992259313014,543499.0,94.2,0.07480970526164722,0.11588061799561727,0.14216401502118678,0.13466630113394873,0.1759064874084405,0.1613600025023045,0.1951411134151121,4731.0,0.00870470782834927,531568,0.11515177738313816,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1309.0,0.0873230677517346,341804.0,0.242738538,0.09555143968213996,0.0026432445723685305,0.11007936184012124,0.273514276568676,693,243,75.5,75.1,80.7,80.6,80.7,73.5,70.6,76.5
110,서울노원경찰서,2018,0,8,415,2069.0,884.0,0.4272595456742387,534096.0,94.0,0.07051166831431054,0.11162038285252088,0.14610856475240405,0.13042037386537253,0.1706603307270603,0.1636316317665738,0.2069740271411881,5828.0,0.010911895988736108,531568,0.11515177738313816,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1286.0,0.2710467781073065,349385.0,0.253452349,0.09672045224813748,0.003313241735614541,0.1079517801654749,0.2498970461607577,778,260,72.4,72.2,76.7,75.9,77.5,69.3,70.1,73.1
111,서울노원경찰서,2018,1,8,415,1886.0,811.0,0.4300106044538706,534096.0,94.0,0.07051166831431054,0.11162038285252088,0.14610856475240405,0.13042037386537253,0.1706603307270603,0.1636316317665738,0.2069740271411881,5828.0,0.010911895988736108,531568,0.11515177738313816,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1286.0,0.2627729846319763,349385.0,0.253452349,0.1018962283809127,0.003021462804750989,0.09293602833923734,0.2729735361533653,786,260,74.7,74.4,81.4,80.3,82.5,70.2,70.8,75.3
112,서울노원경찰서,2019,0,8,415,1638.0,927.0,0.5659340659340659,522480.0,93.6,0.06724085132445261,0.10728066146072576,0.1459519981626091,0.12568519369162456,0.1670016077170418,0.16631641402541725,0.2204275761751646,6279.0,0.012017684887459808,531568,0.11515177738313816,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1258.0,0.30845774000918696,346657.0,0.26489392300000003,0.09601258243820486,0.0038069024682311314,0.114064091794606,0.2591553323443728,904,255,75.1,74.7,79.3,78.8,79.8,72.2,72.5,75.9
113,서울노원경찰서,2019,1,8,415,2074.0,917.0,0.44214079074252655,522480.0,93.6,0.06724085132445261,0.10728066146072576,0.1459519981626091,0.12568519369162456,0.1670016077170418,0.16631641402541725,0.2204275761751646,6279.0,0.012017684887459808,531568,0.11515177738313816,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1258.0,0.2981568672485071,346657.0,0.26489392300000003,0.10089996896658736,0.0031654080893762284,0.11463742629564498,0.2625633598841419,786,255,75.6,75.1,81.2,80.2,82.2,70.1,73.4,76.7
22,서울노원경찰서,2020,0,8,415,2000.1666666666667,910.5,0.4589277740250597,533358.3333333334,93.93333333333334,0.07085407496680345,0.111593887436288,0.14474152597873333,0.1302572895636486,0.17118947528418085,0.16376934943143187,0.20751423891048826,5612.666666666667,0.010544762901515063,531568,0.11515177738313816,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1284.3333333333333,0.2480314099501523,345948.6666666667,0.278438047,0.08970913689535251,0.004299715460006323,0.09824533670565919,0.2956054378754347,722,256,,,,,,,,
23,서울노원경찰서,2020,1,8,415,2000.1666666666667,910.5,0.4589277740250597,533358.3333333334,93.93333333333334,0.07085407496680345,0.111593887436288,0.14474152597873333,0.1302572895636486,0.17118947528418085,0.16376934943143187,0.20751423891048826,5612.666666666667,0.010544762901515063,531568,0.11515177738313816,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1284.3333333333333,0.2480314099501523,345948.6666666667,0.278438047,0.09852647959928026,0.0037608001426510398,0.09533304154711537,0.29429882150788633,732,256,,,,,,,,
114,서울도봉경찰서,2017,0,8,273,1013.0,533.0,0.5261599210266535,332586.0,94.9,0.06945271298250677,0.09113432315250793,0.13507483778631693,0.13719759701250206,0.16103504056093762,0.17473976655661996,0.23127852645631505,2629.0,0.007904722387592983,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1218.0,0.18716061409680504,236747.0,0.233929223,0.0984384646894796,0.0023316865191418397,0.0882506410075905,0.28012430177386705,445,243,69.4,68.8,75.1,75.2,75.0,65.3,65.3,70.6
115,서울도봉경찰서,2017,1,8,273,1030.0,535.0,0.5194174757281553,332586.0,94.9,0.06945271298250677,0.09113432315250793,0.13507483778631693,0.13719759701250206,0.16103504056093762,0.17473976655661996,0.23127852645631505,2629.0,0.007904722387592983,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1218.0,0.062359810695579485,236747.0,0.233929223,0.09669713783910083,0.0020205300252200686,0.08948226303462548,0.2899092669322272,377,243,71.8,71.2,78.5,77.7,79.2,69.0,65.5,73.1
116,서울도봉경찰서,2018,0,8,273,1102.0,502.0,0.455535390199637,328243.0,94.6,0.06636851357073875,0.0863567539901841,0.13521385071425746,0.13431817281708974,0.1556103252773098,0.17579049667471966,0.2462443982049884,2951.0,0.008990290729733764,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1202.0,0.1956660157261541,237093.0,0.244270941,0.0992,0.0024,0.08575384615384615,0.2802461538461539,415,260,73.1,72.7,80.1,78.7,81.5,70.9,66.8,74.1
117,서울도봉경찰서,2018,1,8,273,1085.0,510.0,0.4700460829493088,328243.0,94.6,0.06636851357073875,0.0863567539901841,0.13521385071425746,0.13431817281708974,0.1556103252773098,0.17579049667471966,0.2462443982049884,2951.0,0.008990290729733764,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1202.0,0.18917387423341853,237093.0,0.244270941,0.10111989459815547,0.00230566534914361,0.0813570487483531,0.30401844532279315,410,260,73.1,72.6,80.2,77.6,82.8,69.7,67.0,74.5
118,서울도봉경찰서,2019,0,8,273,901.0,467.0,0.5183129855715871,323543.0,94.2,0.06262536973447115,0.08322850440281508,0.13583974927598494,0.13024234800320206,0.15160890515325628,0.1758158884599574,0.2605434208126895,3320.0,0.010261387203555631,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1185.0,0.21786284976031006,252935.0,0.257452831,0.10462457702039447,0.003048501661433405,0.09233911532481784,0.28308386428070603,438,255,73.6,73.5,78.6,77.6,79.5,72.5,69.5,73.8
119,서울도봉경찰서,2019,1,8,273,997.0,416.0,0.4172517552657974,323543.0,94.2,0.06262536973447115,0.08322850440281508,0.13583974927598494,0.13024234800320206,0.15160890515325628,0.1758158884599574,0.2605434208126895,3320.0,0.010261387203555631,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1185.0,0.2099535455874489,252935.0,0.257452831,0.10524899963011533,0.002992703184370692,0.0982548169070917,0.2726722485624937,419,255,76.5,76.6,82.7,81.7,83.6,73.3,73.5,76.3
24,서울도봉경찰서,2020,0,8,273,1021.3333333333334,493.8333333333333,0.48445393512352314,328124.0,94.56666666666666,0.06614886542923888,0.08690652718183571,0.1353761459255198,0.13391937261093126,0.15608475699716792,0.17544871723043234,0.24602211515799766,2966.6666666666665,0.009052133440294124,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1201.6666666666667,0.17702945168328602,242258.33333333334,0.273896453,0.09374237618931447,0.004960559486053509,0.09809303082052533,0.2830975034561275,388,256,,,,,,,,
25,서울도봉경찰서,2020,1,8,273,1021.3333333333334,493.8333333333333,0.48445393512352314,328124.0,94.56666666666666,0.06614886542923888,0.08690652718183571,0.1353761459255198,0.13391937261093126,0.15608475699716792,0.17544871723043234,0.24602211515799766,2966.6666666666665,0.009052133440294124,321886,0.11366757174900433,0.10077791516251093,0.3375263291972935,0.12415575700713916,0.2645097953934001,0.037494640959842916,0.021867990530809043,1201.6666666666667,0.17702945168328602,242258.33333333334,0.273896453,0.1027557120628941,0.004278928834657276,0.09286708705265743,0.2664400949963148,357,256,,,,,,,,
120,서울동대문경찰서,2017,0,11,429,2030.0,1115.0,0.5492610837438424,357380.0,97.5,0.06555487156528066,0.0831076165426157,0.18380715205103806,0.14946835301359898,0.1501818792321898,0.1525043371201522,0.2153058369242823,17942.0,0.05020426436845935,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,833.0,0.1876378084951592,391801.0,0.371866698,0.09434237924688203,0.001962188256470654,0.09203750520825338,0.27431478866947145,872,243,73.2,72.6,78.3,76.4,80.2,70.5,68.5,74.5
121,서울동대문경찰서,2017,1,11,429,1959.0,1027.0,0.5242470648289944,357380.0,97.5,0.06555487156528066,0.0831076165426157,0.18380715205103806,0.14946835301359898,0.1501818792321898,0.1525043371201522,0.2153058369242823,17942.0,0.05020426436845935,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,833.0,0.062353797078739726,391801.0,0.371866698,0.09098123528178803,0.0017470038819737965,0.09182309206798324,0.2840369649829881,775,243,71.2,71.0,77.4,76.3,78.4,69.0,66.1,71.5
122,서울동대문경찰서,2018,0,11,429,1955.0,1047.0,0.5355498721227622,358141.0,97.0,0.06346662348069615,0.07838253648702606,0.1882107884883328,0.14981808840652144,0.14680251632736827,0.1512504851441192,0.2219991567566964,19848.0,0.05541951354354849,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,834.0,0.19321440438263146,432907.0,0.378250575,0.0941424305640774,0.0017793594306049821,0.09103366466233076,0.2617703603714157,862,260,69.5,69.5,73.0,71.6,74.3,69.2,66.1,69.6
123,서울동대문경찰서,2018,1,11,429,1789.0,947.0,0.529346003353829,358141.0,97.0,0.06346662348069615,0.07838253648702606,0.1882107884883328,0.14981808840652144,0.14680251632736827,0.1512504851441192,0.2219991567566964,19848.0,0.05541951354354849,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,834.0,0.18520917739102755,432907.0,0.378250575,0.0836054104477612,0.0011660447761194027,0.08372201492537314,0.2825326492537313,835,260,71.9,71.4,78.2,77.4,78.9,70.8,64.8,73.1
124,서울동대문경찰서,2019,0,11,429,1465.0,957.0,0.6532423208191126,355094.0,96.3,0.06163438413490512,0.07342562814353383,0.19268137450928485,0.14766512529076808,0.14390274124597993,0.1503798994069176,0.2302376272198348,21049.0,0.05927726179546825,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,827.0,0.2174213025283446,436483.0,0.391994553,0.09473040620581603,0.0015094195422064275,0.09732890060758913,0.2688677442775804,876,255,72.1,71.8,75.9,73.8,78.0,69.6,69.6,72.9
125,서울동대문경찰서,2019,1,11,429,1775.0,910.0,0.5126760563380282,355094.0,96.3,0.06163438413490512,0.07342562814353383,0.19268137450928485,0.14766512529076808,0.14390274124597993,0.1503798994069176,0.2302376272198348,21049.0,0.05927726179546825,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,827.0,0.21237193531853527,436483.0,0.391994553,0.09675659799437754,0.002097931439600554,0.09126001762262408,0.26918558301514706,694,255,74.3,74.0,79.0,77.8,80.2,71.9,71.0,74.9
26,서울동대문경찰서,2020,0,11,429,1828.8333333333333,1000.5,0.5507204002010947,356871.6666666667,96.93333333333334,0.06355195972696064,0.07830526039105852,0.18823310501621857,0.14898385557029617,0.14696237893517933,0.15137824055706303,0.2225142069669378,19613.0,0.05496701323582537,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,831.3333333333334,0.1763680708657396,420397.0,0.405159171,0.08846085880897685,0.0023679095246509985,0.09022795546916416,0.29376214878953877,772,256,,,,,,,,
27,서울동대문경찰서,2020,1,11,429,1828.8333333333333,1000.5,0.5507204002010947,356871.6666666667,96.93333333333334,0.06355195972696064,0.07830526039105852,0.18823310501621857,0.14898385557029617,0.14696237893517933,0.15137824055706303,0.2225142069669378,19613.0,0.05496701323582537,333788,0.11637925869114528,0.1046772202715496,0.3043189090081129,0.1099080853715532,0.28758972761153784,0.052779009431135934,0.024347789614965188,831.3333333333334,0.1763680708657396,420397.0,0.405159171,0.0966747213907022,0.0022000216395571103,0.09034515093591085,0.2891044829949147,678,256,,,,,,,,
126,서울동작경찰서,2017,0,7,353,1746.0,775.0,0.4438717067583047,400236.0,95.3,0.07204499345386223,0.07903087178564648,0.1740922855515246,0.16869546967289298,0.15308717856464685,0.15009644309857184,0.20288779620024186,16009.0,0.03999890064861732,373421,0.09556238133366897,0.07613122989869342,0.2453611339480105,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1133.0,0.11304330445037428,425564.0,0.33958716,0.08877379617524639,0.003159408432452437,0.11759444911805872,0.2663784306396337,605,243,72.0,71.5,79.9,78.6,81.2,66.8,66.8,73.3
127,서울동작경찰서,2017,1,7,353,1670.0,647.0,0.3874251497005988,400236.0,95.3,0.07204499345386223,0.07903087178564648,0.1740922855515246,0.16869546967289298,0.15308717856464685,0.15009644309857184,0.20288779620024186,16009.0,0.03999890064861732,373421,0.09556238133366897,0.07613122989869342,0.2453611339480105,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1133.0,0.03690322709601336,425564.0,0.33958716,0.08598492770897792,0.003117303276326311,0.11590209450889688,0.2711585216529784,554,243,68.5,67.8,78.1,76.6,79.5,64.1,60.3,70.3
128,서울동작경찰서,2018,0,7,353,1554.0,671.0,0.4317889317889318,397980.0,94.8,0.0682672496105332,0.07647369214533394,0.17805919895472133,0.16457108397406905,0.1507739082365948,0.15050253781597064,0.2112895120357807,17321.0,0.0435222875521383,373421,0.09556238133366897,0.07613122989869342,0.2453611339480105,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1127.0,0.12158651188501934,430456.0,0.35215951,0.0894133412745682,0.003250943021639865,0.10750446694460987,0.2653861425451658,715,260,71.9,71.3,76.2,74.4,78.0,66.2,70.8,73.3
129,서울동작경찰서,2018,1,7,353,1487.0,635.0,0.4270342972427707,397980.0,94.8,0.0682672496105332,0.07647369214533394,0.17805919895472133,0.16457108397406905,0.1507739082365948,0.15050253781597064,0.2112895120357807,17321.0,0.0435222875521383,373421,0.09556238133366897,0.07613122989869342,0.2453611339480105,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1127.0,0.11384742951907133,430456.0,0.35215951,0.09074384787472037,0.003215883668903803,0.10318791946308724,0.2885906040268457,662,260,71.4,70.3,78.3,77.4,79.2,67.4,64.5,74.0
130,서울동작경찰서,2019,0,7,353,1360.0,739.0,0.5433823529411764,400368.0,94.1,0.06504266075210806,0.07445650001998162,0.1821798944970627,0.16073462414578588,0.14786146744994605,0.15038664428725573,0.21924579386963994,17972.0,0.044888702393797705,373421,0.09556238133366897,0.07613122989869342,0.2453611339480105,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1134.0,0.1506214282859769,472049.0,0.364251378,0.09224527645763304,0.0027355975425988176,0.11403732467833545,0.2691781615857193,723,255,70.0,69.6,76.7,76.5,76.8,64.1,67.6,71.0
131,서울동작경찰서,2019,1,7,353,1693.0,688.0,0.4063792085056113,400368.0,94.1,0.06504266075210806,0.07445650001998162,0.1821798944970627,0.16073462414578588,0.14786146744994605,0.15038664428725573,0.21924579386963994,17972.0,0.044888702393797705,373421,0.09556238133366897,0.07613122989869342,0.2453611339480105,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1134.0,0.14319575990089115,472049.0,0.364251378,0.0902109332433905,0.003269076096826921,0.11358742184054173,0.2672599434397945,674,255,73.5,73.3,78.2,77.0,79.4,68.3,72.9,73.9
28,서울동작경찰서,2020,0,7,353,1585.0,692.5,0.4399802744895656,399528.0,94.73333333333333,0.06845163460550117,0.076653687983654,0.17811045966776953,0.1646670592642493,0.15057418475039594,0.15032854173393273,0.21114103403522086,17100.666666666668,0.042803296864851105,373421,0.09556238133366897,0.07613122989869342,0.2453611339480105,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1131.3333333333333,0.11319961018955772,442689.6666666667,0.382085762,0.09389033325454975,0.0028362089340581422,0.1109371307019617,0.3091467738123375,627,256,,,,,,,,
29,서울동작경찰서,2020,1,7,353,1585.0,692.5,0.4399802744895656,399528.0,94.73333333333333,0.06845163460550117,0.076653687983654,0.17811045966776953,0.1646670592642493,0.15057418475039594,0.15032854173393273,0.21114103403522086,17100.666666666668,0.042803296864851105,373421,0.09556238133366897,0.07613122989869342,0.2453611339480105,0.11257267266704336,0.3726142878948961,0.07987499363988634,0.017883300617801356,1131.3333333333333,0.11319961018955772,442689.6666666667,0.382085762,0.1078665827564506,0.003461296412838263,0.10805538074260541,0.2866897419760856,649,256,,,,,,,,
132,서울마포경찰서,2017,0,8,458,2616.0,1088.0,0.4159021406727829,368841.0,90.6,0.07686509905352171,0.08252065253049418,0.1675871174842276,0.18288910397705244,0.16909454209266322,0.13956962485190094,0.1813952353453114,11960.0,0.032425896253399165,350468,0.10654895739411302,0.07640355182213497,0.243765479301962,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,805.0,0.11687420866986045,673148.0,0.35443087700000003,0.09363975705514348,0.0016886079660025644,0.12492293318891255,0.2579391826866413,855,243,69.7,69.2,75.9,74.3,77.4,66.6,64.4,71.0
133,서울마포경찰서,2017,1,8,458,2641.0,1039.0,0.3934115865202575,368841.0,90.6,0.07686509905352171,0.08252065253049418,0.1675871174842276,0.18288910397705244,0.16909454209266322,0.13956962485190094,0.1813952353453114,11960.0,0.032425896253399165,350468,0.10654895739411302,0.07640355182213497,0.243765479301962,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,805.0,0.038737559002388566,673148.0,0.35443087700000003,0.09214574805355367,0.00149211138989358,0.12528237091092365,0.26480933358379843,777,243,72.0,71.2,77.2,76.8,77.5,68.5,67.4,73.7
134,서울마포경찰서,2018,0,8,458,2701.0,1028.0,0.38059977786005184,368181.0,89.8,0.07337423712793435,0.07991178252001054,0.17237988923926004,0.18055793210404664,0.16624432004910628,0.14108549870851564,0.18634856225606428,12776.0,0.034700324025411414,350468,0.10654895739411302,0.07640355182213497,0.243765479301962,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,803.0,0.12170101118743225,732578.0,0.366832322,0.0931061745236951,0.0019532763886089878,0.12372300680546296,0.26958314601516115,849,260,73.5,73.3,78.8,77.9,79.6,70.6,70.2,73.8
135,서울마포경찰서,2018,1,8,458,2532.0,1129.0,0.4458925750394945,368181.0,89.8,0.07337423712793435,0.07991178252001054,0.17237988923926004,0.18055793210404664,0.16624432004910628,0.14108549870851564,0.18634856225606428,12776.0,0.034700324025411414,350468,0.10654895739411302,0.07640355182213497,0.243765479301962,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,803.0,0.11699408714735415,732578.0,0.366832322,0.09353437260414003,0.00212965329244399,0.1143197887383934,0.2784734645199761,856,260,71.7,70.7,78.9,77.2,80.6,64.6,67.6,74.1
136,서울마포경찰서,2019,0,8,458,1714.0,988.0,0.5764294049008168,369327.0,89.0,0.07079634037045762,0.07826939270619261,0.17808608631375447,0.17694346744213124,0.162955862961549,0.14138148578360096,0.19147801270960424,14307.0,0.03873802890121762,350468,0.10654895739411302,0.07640355182213497,0.243765479301962,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,806.0,0.13773431132844335,793808.0,0.377652421,0.0909739883103556,0.00212674192061155,0.13364267761269502,0.26605095257216793,798,255,76.4,76.0,82.0,81.2,82.8,71.2,74.2,77.3
137,서울마포경찰서,2019,1,8,458,2339.0,976.0,0.417272338606242,369327.0,89.0,0.07079634037045762,0.07826939270619261,0.17808608631375447,0.17694346744213124,0.162955862961549,0.14138148578360096,0.19147801270960424,14307.0,0.03873802890121762,350468,0.10654895739411302,0.07640355182213497,0.243765479301962,0.10689706335528493,0.3613596676444069,0.08609915883903807,0.018926121643060137,806.0,0.1326412637039805,793808.0,0.377652421,0.0932509279122825,0.0016515136037048386,0.13021418599107842,0.26076889025096195,703,255,75.5,75.7,81.8,80.7,82.9,70.8,73.9,75.0
