,jur_stn,year,상반기,파출소수,경찰관수,5대범죄발생건,5대범죄검거건,5대범죄검거율,전체인구,전체성비,0대 비율,10대 비율,20대 비율,30대 비율,40대 비율,50대 비율,60대 비율,외국인수,외국인비율,계,초등학교,중학교,고등학교,"대학교(2,3년제)",대학교(4년제 이상),대학원(석박사 과정),받지 않았음(미취학 포함),1인당 담당인구수,기초생활자수,지방세징수액,1인가구비율,절폭신고비율,강살신고비율,교통신고비율,질서신고비율
56,서울강남경찰서,2018,0,8,421,2357,1023,0.4340263046245227,253905,92.2,0.07202693920954688,0.10811523995195052,0.13556842125992005,0.16328351154959533,0.18374785845099545,0.15066855713751207,0.18652054902424134,4407,0.01735688544928221,491494,0.07547599767240291,0.057791142923413114,0.18773169153641756,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,603,0.12368011657903548,1612863,0.15443685599999998,0.08265833059878068,0.0010535223916685378,0.16771731058185524,0.22310495500941263
57,서울강남경찰서,2018,1,8,421,2233,880,0.3940886699507389,253905,92.2,0.07202693920954688,0.10811523995195052,0.13556842125992005,0.16328351154959533,0.18374785845099545,0.15066855713751207,0.18652054902424134,4407,0.01735688544928221,491494,0.07547599767240291,0.057791142923413114,0.18773169153641756,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,603,0.12445205884090504,1612863,0.15443685599999998,0.08407960199004975,0.0014925373134328358,0.1645771144278607,0.22995024875621892
58,서울강남경찰서,2019,0,8,421,1698,1022,0.6018845700824499,254599,92.3,0.07049110465652918,0.1068757008556576,0.13484708336033652,0.1585843648553905,0.18279886645496166,0.15202111551672332,0.1942894624694864,4862,0.0190966971590619,491494,0.07547599767240291,0.057791142923413114,0.18773169153641756,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,604,0.14194085601278875,1728928,0.1599644595,0.07462757377360281,0.000569313976658127,0.1630293829269064,0.25448334756618274
59,서울강남경찰서,2019,1,8,421,2252,839,0.3725577264653641,254599,92.3,0.07049110465652918,0.1068757008556576,0.13484708336033652,0.1585843648553905,0.18279886645496166,0.15202111551672332,0.1942894624694864,4862,0.0190966971590619,491494,0.07547599767240291,0.057791142923413114,0.18773169153641756,0.08243437356305469,0.43441018608568976,0.14911677456896727,0.013039833650054731,604,0.13363760266144015,1728928,0.1599644595,0.07770212926465873,0.000999566225977406,0.1654187805292043,0.24783584482205837
60,서울강동경찰서,2017,0,9,393,2303,1105,0.4798089448545376,423978,98.1,0.07884843081480643,0.09264867516710773,0.13323096953143795,0.16082674101014674,0.1636311318040087,0.1693436923613961,0.2013878078579549,5887,0.013885154418389634,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1078,0.13154691988735265,610014,0.255476724,0.10281370686766422,0.002891065148105554,0.11168156484990277,0.28441555098834215
61,서울강동경찰서,2017,1,9,393,2023,1016,0.5022244191794365,423978,98.1,0.07884843081480643,0.09264867516710773,0.13323096953143795,0.16082674101014674,0.1636311318040087,0.1693436923613961,0.2013878078579549,5887,0.013885154418389634,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1078,0.043790007972111765,610014,0.255476724,0.09812051856033577,0.002908578891037905,0.11038424760695875,0.29007476339938876
62,서울강동경찰서,2018,0,9,393,2005,906,0.4518703241895262,414231,97.7,0.07542409911377951,0.08970357119578208,0.13240196894969233,0.15823779485359618,0.16088124741991788,0.16874642409669965,0.21452522867675286,6384,0.01541169057844536,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1054,0.13613177188573525,547799,0.264555714,0.09389774382094197,0.0028526401883141495,0.1006602964351972,0.25609926389914023
63,서울강동경찰서,2018,1,9,393,1873,894,0.4773091297383876,414231,97.7,0.07542409911377951,0.08970357119578208,0.13240196894969233,0.15823779485359618,0.16088124741991788,0.16874642409669965,0.21452522867675286,6384,0.01541169057844536,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1054,0.1325009475389336,547799,0.264555714,0.08735233553701095,0.0022759293378129403,0.09504714425056898,0.28481629998916225
64,서울강동경찰서,2019,0,9,393,1603,1001,0.6244541484716157,415287,97.3,0.07360933523081628,0.0865088480978215,0.13246742614143953,0.15495548861389835,0.15960046907319514,0.16640780953894535,0.2263470804527953,6669,0.016058773811845783,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1056,0.15945358270304633,703426,0.27726781899999997,0.10630458012454401,0.003629463134234865,0.10724418733188401,0.2705516047017208
65,서울강동경찰서,2019,1,9,393,1923,919,0.4778991159646386,415287,97.3,0.07360933523081628,0.0865088480978215,0.13246742614143953,0.15495548861389835,0.15960046907319514,0.16640780953894535,0.2263470804527953,6669,0.016058773811845783,415370,0.10242915954450248,0.09142210559260418,0.305383152370176,0.1245034547511857,0.30267472374027976,0.05401690059465055,0.019570503406601342,1056,0.1499300483761832,703426,0.27726781899999997,0.10125588697017268,0.0036412000697714983,0.10677219605791034,0.2702337345194488
66,서울강북경찰서,2017,0,9,347,1729,931,0.5384615384615384,313698,94.6,0.06434213797984048,0.08204387659468661,0.13675254544179433,0.14148002218694414,0.16176386205841287,0.1676835682726699,0.2458542929824226,4443,0.0141633035594744,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,904,0.2809613067345026,226514,0.307052899,0.10645866638924417,0.0018072386377525618,0.08767980012802923,0.2762888815923361
67,서울강북경찰서,2017,1,9,347,1764,951,0.5391156462585034,313698,94.6,0.06434213797984048,0.08204387659468661,0.13675254544179433,0.14148002218694414,0.16176386205841287,0.1676835682726699,0.2458542929824226,4443,0.0141633035594744,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,904,0.09384822345057986,226514,0.307052899,0.10401280299106475,0.001315389644332754,0.08994222005637198,0.2913608399894656
68,서울강북경찰서,2018,0,9,347,1764,912,0.5170068027210885,309138,94.3,0.06043579242927107,0.07795547619509734,0.13990839042757602,0.13778636078385706,0.15701078482748804,0.16909600243257056,0.2577198532694137,4947,0.016002561962618636,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,890,0.295599376330312,231984,0.320436531,0.10741728800419545,0.0018013087990514627,0.0805572656588458,0.27135919009508175
69,서울강북경찰서,2018,1,9,347,1626,854,0.5252152521525215,309138,94.3,0.06043579242927107,0.07795547619509734,0.13990839042757602,0.13778636078385706,0.15701078482748804,0.16909600243257056,0.2577198532694137,4947,0.016002561962618636,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,890,0.28528682983004355,231984,0.320436531,0.10571944611679711,0.001806140878988561,0.06622516556291391,0.2798314268512944
70,서울강북경찰서,2019,0,9,347,1624,1034,0.6366995073891626,303871,93.8,0.05669181988409555,0.07466655258316851,0.14090847761056502,0.13281293706869032,0.15354541894422305,0.17013469531478814,0.2711742811916899,5346,0.01759299176295204,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,875,0.3386634460017573,234701,0.334273349,0.11017910779842029,0.0012014684614528868,0.08274557792857938,0.2829680720881077
71,서울강북경찰서,2019,1,9,347,1891,880,0.4653622421998943,303871,93.8,0.05669181988409555,0.07466655258316851,0.14090847761056502,0.13281293706869032,0.15354541894422305,0.17013469531478814,0.2711742811916899,5346,0.01759299176295204,301584,0.13383335985993952,0.11977094275558385,0.3486756591861637,0.12559353281341185,0.21355244310042973,0.031951297151042495,0.02662276513342883,875,0.3241375452083285,234701,0.334273349,0.11510119866378464,0.0014000786009039103,0.08488897622322657,0.27775594419335825
72,서울강서경찰서,2017,0,10,500,2576,1167,0.453027950310559,581675,94.5,0.08326642884772424,0.08393690634804657,0.14172690935659948,0.18193321012592945,0.15957880259595136,0.15575880001719172,0.1937404908239137,8682,0.014925860661022047,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1163,0.21027205913955388,786714,0.294456263,0.09577010652219542,0.0033892940571149666,0.1110582344708746,0.2665995299239512
73,서울강서경찰서,2017,1,10,500,2518,1248,0.4956314535345512,581675,94.5,0.08326642884772424,0.08393690634804657,0.14172690935659948,0.18193321012592945,0.15957880259595136,0.15575880001719172,0.1937404908239137,8682,0.014925860661022047,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1163,0.07001504276443031,786714,0.294456263,0.09382727920842626,0.00306014348007011,0.11316991547175803,0.27681826819298294
74,서울강서경찰서,2018,0,10,500,2446,1097,0.44848732624693377,578539,94.2,0.07964718022466938,0.08090552235890752,0.14248131932332994,0.1809108806839297,0.1574638874820885,0.15481929480985726,0.2037096894072828,9043,0.015630752637246583,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1157,0.2159785252161047,779750,0.30969145800000003,0.09716961641760209,0.0033055574684939053,0.10302320776806005,0.27172715377728807
75,서울강서경찰서,2018,1,10,500,2233,1053,0.4715629198387819,578539,94.2,0.07964718022466938,0.08090552235890752,0.14248131932332994,0.1809108806839297,0.1574638874820885,0.15481929480985726,0.2037096894072828,9043,0.015630752637246583,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1157,0.21047327837881286,779750,0.30969145800000003,0.0986971969996052,0.0030596131069877616,0.0870509277536518,0.29273588630082903
76,서울강서경찰서,2019,0,10,500,2034,1059,0.5206489675516224,574097,93.5,0.07562136712088724,0.07860866717645276,0.14463235306925484,0.17618451237334454,0.1565449741071631,0.1528017042416177,0.2155367472744153,9179,0.015988587294481594,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1148,0.2444970100871456,826542,0.330526579,0.09466137002228467,0.0037787036139908924,0.10655113707143549,0.2741843951998007
77,서울강서경찰서,2019,1,10,500,2356,1038,0.4405772495755518,574097,93.5,0.07562136712088724,0.07860866717645276,0.14463235306925484,0.17618451237334454,0.1565449741071631,0.1528017042416177,0.2155367472744153,9179,0.015988587294481594,530869,0.10392394357176628,0.08903326432698086,0.30279598168286337,0.13471685104988235,0.2991717353998821,0.0495696678464932,0.020788556122131825,1148,0.2346485001663482,826542,0.330526579,0.09509688237486026,0.0036486150788721896,0.10882188548006459,0.2668767854924854
78,서울관악경찰서,2017,0,9,493,2887,1266,0.43851749220644265,511222,101.0,0.058233018140846825,0.06719976839807364,0.20409332931681345,0.1850507216043128,0.14574881362695655,0.14327043828317249,0.1963432716119416,24475,0.047875482667021366,542386,0.10086912272809402,0.08733079393642168,0.2724517225739602,0.12830530286548694,0.3246765218866269,0.06644161169351716,0.01992492431589311,1036,0.14914851082308664,390882,0.460204468,0.10247186787228202,0.002417633874188141,0.10256631576967834,0.2942806579403623
79,서울관악경찰서,2017,1,9,493,2696,1327,0.4922106824925816,511222,101.0,0.058233018140846825,0.06719976839807364,0.20409332931681345,0.1850507216043128,0.14574881362695655,0.14327043828317249,0.1963432716119416,24475,0.047875482667021366,542386,0.10086912272809402,0.08733079393642168,0.2724517225739602,0.12830530286548694,0.3246765218866269,0.06644161169351716,0.01992492431589311,1036,0.04922323374189687,390882,0.460204468,0.0999086820456796,0.002307566164745367,0.10325872623593568,0.29987595335660444
80,서울관악경찰서,2018,0,9,493,2510,1151,0.4585657370517928,510303,100.4,0.053734741908238834,0.0635818327542656,0.2129950245246452,0.18249549777289176,0.14150612479252522,0.14302483034589253,0.20258748233892407,25352,0.04968028798576532,542386,0.10086912272809402,0.08733079393642168,0.2724517225739602,0.12830530286548694,0.3246765218866269,0.06644161169351716,0.01992492431589311,1035,0.1559720401408575,388339,0.476146832,0.09646099907104971,0.002861766204189266,0.09289502861766204,0.2788648826825687
81,서울관악경찰서,2018,1,9,493,2463,1179,0.4786845310596834,510303,100.4,0.053734741908238834,0.0635818327542656,0.2129950245246452,0.18249549777289176,0.14150612479252522,0.14302483034589253,0.20258748233892407,25352,0.04968028798576532,542386,0.10086912272809402,0.08733079393642168,0.2724517225739602,0.12830530286548694,0.3246765218866269,0.06644161169351716,0.01992492431589311,1035,0.1504321942061873,388339,0.476146832,0.09386578839028406,0.0032111980238781392,0.09065459036640593,0.29477151090983944
82,서울관악경찰서,2019,0,9,493,2167,1258,0.5805260729118598,507828,100.1,0.04994407555314004,0.060266468174263725,0.22031475223894706,0.17873768283749614,0.1381865513520326,0.1420205266350024,0.21045905306521107,25418,0.05005237993966461,542386,0.10086912272809402,0.08733079393642168,0.2724517225739602,0.12830530286548694,0.3246765218866269,0.06644161169351716,0.01992492431589311,1030,0.1826110415337477,406752,0.494986661,0.09995627706238276,0.0017348133312647211,0.09692387977602572,0.2788677169574477
83,서울관악경찰서,2019,1,9,493,2570,1139,0.4431906614785992,507828,100.1,0.04994407555314004,0.060266468174263725,0.22031475223894706,0.17873768283749614,0.1381865513520326,0.1420205266350024,0.21045905306521107,25418,0.05005237993966461,542386,0.10086912272809402,0.08733079393642168,0.2724517225739602,0.12830530286548694,0.3246765218866269,0.06644161169351716,0.01992492431589311,1030,0.17274352733602716,406752,0.494986661,0.09607033803378803,0.0025931779472464747,0.09717512390480429,0.27898912092802014
84,서울광진경찰서,2017,0,10,380,2142,980,0.457516339869281,363934,94.8,0.06603669896189969,0.08492748685201162,0.18277215099441108,0.17041276715008766,0.1587595553039837,0.15794347326713085,0.17907917369632956,18399,0.05055587002038831,335188,0.09907275916798933,0.08838920247741566,0.28879017148585273,0.11994462808931107,0.32232060813632946,0.06380001670704202,0.017682613936059764,957,0.12149180895437085,407932,0.371102363,0.09546658688668685,0.00241258636845032,0.0973248392309074,0.26538840500234073
85,서울광진경찰서,2017,1,10,380,2292,1121,0.4890924956369983,363934,94.8,0.06603669896189969,0.08492748685201162,0.18277215099441108,0.17041276715008766,0.1587595553039837,0.15794347326713085,0.17907917369632956,18399,0.05055587002038831,335188,0.09907275916798933,0.08838920247741566,0.28879017148585273,0.11994462808931107,0.32232060813632946,0.06380001670704202,0.017682613936059764,957,0.0402545516494749,407932,0.371102363,0.09675023105046421,0.002040839239498382,0.10062317414497102,0.2725266322886455
86,서울광진경찰서,2018,0,10,380,2015,853,0.42332506203473946,362304,94.2,0.06290573661897192,0.08092375463698992,0.18700041953718424,0.16872571100512276,0.15396462639109698,0.15885554672319374,0.18754968203497616,19729,0.054454270446917516,335188,0.09907275916798933,0.08838920247741566,0.28879017148585273,0.11994462808931107,0.32232060813632946,0.06380001670704202,0.017682613936059764,953,0.13240262321144675,456001,0.37877433,0.09653919768759033,0.0017772743252216711,0.11733916643881098,0.25024413108862936
87,서울광진경찰서,2018,1,10,380,1991,830,0.41687594173782017,362304,94.2,0.06290573661897192,0.08092375463698992,0.18700041953718424,0.16872571100512276,0.15396462639109698,0.15885554672319374,0.18754968203497616,19729,0.054454270446917516,335188,0.09907275916798933,0.08838920247741566,0.28879017148585273,0.11994462808931107,0.32232060813632946,0.06380001670704202,0.017682613936059764,953,0.12327492934110583,456001,0.37877433,0.10244729314546032,0.002648585655260091,0.10287106685030194,0.27884309778578237
88,서울광진경찰서,2019,0,10,380,1553,914,0.5885383129426915,359766,93.7,0.06004736412001134,0.07694723792687469,0.19022642495399789,0.16537693945509024,0.1509731325361485,0.15883935669296154,0.19750059761066915,20925,0.05816280582378546,335188,0.09907275916798933,0.08838920247741566,0.28879017148585273,0.11994462808931107,0.32232060813632946,0.06380001670704202,0.017682613936059764,946,0.15808053012235732,443149,0.39167472700000006,0.0927007299270073,0.0021321552055320785,0.11146753745678063,0.25893200153668844
89,서울광진경찰서,2019,1,10,380,1885,899,0.476923076923077,359766,93.7,0.06004736412001134,0.07694723792687469,0.19022642495399789,0.16537693945509024,0.1509731325361485,0.15883935669296154,0.19750059761066915,20925,0.05816280582378546,335188,0.09907275916798933,0.08838920247741566,0.28879017148585273,0.11994462808931107,0.32232060813632946,0.06380001670704202,0.017682613936059764,946,0.15010590216974368,443149,0.39167472700000006,0.08995536173451546,0.0019130685207660503,0.1159154958550182,0.2516199370538745
90,서울구로경찰서,2017,0,8,395,2593,1159,0.4469726185885075,436869,100.0,0.08062142198233338,0.0758213560586812,0.13042353657503736,0.17012651389775882,0.1639209923340864,0.16723319805250544,0.2118163568483916,41907,0.09592578095493157,381097,0.11463485674250913,0.09816923250511024,0.30020178589702884,0.1397229576721937,0.2788791305100801,0.04690669304665217,0.021485343626425814,1105,0.10982010625610883,478997,0.275344309,0.1051425046073291,0.0022570712945935156,0.11220257941519662,0.27422600403860997
91,서울구로경찰서,2017,1,8,395,2367,1036,0.4376848331220955,436869,100.0,0.08062142198233338,0.0758213560586812,0.13042353657503736,0.17012651389775882,0.1639209923340864,0.16723319805250544,0.2118163568483916,41907,0.09592578095493157,381097,0.11463485674250913,0.09816923250511024,0.30020178589702884,0.1397229576721937,0.2788791305100801,0.04690669304665217,0.021485343626425814,1105,0.036862308838576316,478997,0.275344309,0.1009351272487038,0.002299134812005832,0.1103565772929187,0.27875345597112755
92,서울구로경찰서,2018,0,8,395,2374,1079,0.4545071609098568,433765,100.2,0.07521814807557088,0.07340841238919693,0.13043929316565422,0.16502253524373794,0.16217537145689487,0.17061081461159844,0.2230908441206644,45686,0.10532431155118556,381097,0.11463485674250913,0.09816923250511024,0.30020178589702884,0.1397229576721937,0.2788791305100801,0.04690669304665217,0.021485343626425814,1098,0.11154196396666398,475010,0.282593529,0.10805574775130967,0.002846693683898389,0.10894533952752793,0.26240980527824453
93,서울구로경찰서,2018,1,8,395,2371,1119,0.4719527625474483,433765,100.2,0.07521814807557088,0.07340841238919693,0.13043929316565422,0.16502253524373794,0.16217537145689487,0.17061081461159844,0.2230908441206644,45686,0.10532431155118556,381097,0.11463485674250913,0.09816923250511024,0.30020178589702884,0.1397229576721937,0.2788791305100801,0.04690669304665217,0.021485343626425814,1098,0.10826138577340264,475010,0.282593529,0.11116066451109377,0.0016724272494146504,0.10157208161444978,0.2766194670531832
94,서울구로경찰서,2019,0,8,395,2049,1109,0.5412396290873597,435560,99.6,0.07266507484617504,0.07092708237671044,0.13036550647442374,0.16181467536045552,0.15965883001193865,0.17019928368077875,0.23433051703554045,46036,0.10569381945082193,381097,0.11463485674250913,0.09816923250511024,0.30020178589702884,0.1397229576721937,0.2788791305100801,0.04690669304665217,0.021485343626425814,1102,0.1324639544494444,477101,0.29767175,0.10916533582979973,0.0026616737338693392,0.11959175431833619,0.26442351818198506
95,서울구로경찰서,2019,1,8,395,2268,1015,0.4475308641975309,435560,99.6,0.07266507484617504,0.07092708237671044,0.13036550647442374,0.16181467536045552,0.15965883001193865,0.17019928368077875,0.23433051703554045,46036,0.10569381945082193,381097,0.11463485674250913,0.09816923250511024,0.30020178589702884,0.1397229576721937,0.2788791305100801,0.04690669304665217,0.021485343626425814,1102,0.12250436220038573,477101,0.29767175,0.10961109734951696,0.0027247956403269754,0.11423499298158699,0.2586078771364875
96,서울금천경찰서,2017,0,5,274,1723,809,0.46952988972721993,249930,103.7,0.06473412555515544,0.07131996959148562,0.1427119593486176,0.1599767935021806,0.1611291161525227,0.186952346657064,0.21311167126795505,25443,0.10180050414115953,215450,0.11892782548155025,0.11933627291715015,0.3541146437688559,0.13222557437920632,0.21949408215363192,0.03007194244604316,0.025829658853562316,912,0.22010562957628133,394363,0.345407055,0.11100531553734072,0.0021241273303758135,0.11387151809555007,0.2687838937190463
97,서울금천경찰서,2017,1,5,274,1592,810,0.5087939698492462,249930,103.7,0.06473412555515544,0.07131996959148562,0.1427119593486176,0.1599767935021806,0.1611291161525227,0.186952346657064,0.21311167126795505,25443,0.10180050414115953,215450,0.11892782548155025,0.11933627291715015,0.3541146437688559,0.13222557437920632,0.21949408215363192,0.03007194244604316,0.025829658853562316,912,0.07364462049373825,394363,0.345407055,0.1073946856247403,0.00183345970992832,0.11518340227488011,0.2804734386409109
98,서울금천경찰서,2018,0,5,274,1643,740,0.4503956177723677,249344,104.3,0.06113241144763861,0.0662337974845996,0.1450325654517454,0.15837958803901436,0.15533159009240247,0.19047981904517453,0.2233300179671458,27524,0.11038565195071867,215450,0.11892782548155025,0.11933627291715015,0.3541146437688559,0.13222557437920632,0.21949408215363192,0.03007194244604316,0.025829658853562316,910,0.2187098947638604,444032,0.358927496,0.10645484113084813,0.0022266700025018763,0.11658744058043533,0.28256192144108083
99,서울금천경찰서,2018,1,5,274,1667,856,0.5134973005398921,249344,104.3,0.06113241144763861,0.0662337974845996,0.1450325654517454,0.15837958803901436,0.15533159009240247,0.19047981904517453,0.2233300179671458,27524,0.11038565195071867,215450,0.11892782548155025,0.11933627291715015,0.3541146437688559,0.13222557437920632,0.21949408215363192,0.03007194244604316,0.025829658853562316,910,0.21577419147843946,444032,0.358927496,0.11823171636255748,0.003115264797507788,0.10769915442812639,0.29164812342382435
100,서울금천경찰서,2019,0,5,274,1259,775,0.6155679110405083,249747,103.9,0.058763468630253814,0.06222296964528104,0.14717694306638318,0.1575274177467597,0.15030410775705014,0.1892955671139193,0.2346214368941369,27554,0.1103276515834024,215450,0.11892782548155025,0.11933627291715015,0.3541146437688559,0.13222557437920632,0.21949408215363192,0.03007194244604316,0.025829658853562316,911,0.2404233083880888,469419,0.380385642,0.1060794208565616,0.002192924515839256,0.12045232370736347,0.2713678036407831
101,서울금천경찰서,2019,1,5,274,1426,704,0.4936886395511921,249747,103.9,0.058763468630253814,0.06222296964528104,0.14717694306638318,0.1575274177467597,0.15030410775705014,0.1892955671139193,0.2346214368941369,27554,0.1103276515834024,215450,0.11892782548155025,0.11933627291715015,0.3541146437688559,0.13222557437920632,0.21949408215363192,0.03007194244604316,0.025829658853562316,911,0.2317505315379164,469419,0.380385642,0.10941445589851757,0.002881673152906925,0.1147915985859006,0.27325391402513294
102,서울남대문경찰서,2017,0,7,186,939,431,0.4589989350372737,63948,94.7,0.06167511102771001,0.06947832613998874,0.1677613060611747,0.16547820103834365,0.15285857259022956,0.16213173203227624,0.22049164946519045,5132,0.080252705323075,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,343,0.18017764433602299,653610,0.1931121665,0.09155287642420262,0.0012580551812106933,0.10829153444259987,0.24032952674951957
103,서울남대문경찰서,2017,1,7,186,829,437,0.5271411338962606,63948,94.7,0.06167511102771001,0.06947832613998874,0.1677613060611747,0.16547820103834365,0.15285857259022956,0.16213173203227624,0.22049164946519045,5132,0.080252705323075,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,343,0.059564020766873074,653610,0.1931121665,0.0881720857998971,0.000949464918448939,0.1103948144657636,0.2523639553646717
104,서울남대문경찰서,2018,0,7,186,914,463,0.5065645514223195,64898,94.2,0.059539126482122076,0.06765949906392289,0.17113646694453644,0.16739986286277805,0.1463670192685501,0.1623227039145743,0.2253981216823193,5994,0.09236031927023944,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,348,0.1845665505870751,728979,0.1958777445,0.08563974591651542,0.0006238656987295826,0.11099137931034483,0.24296733212341198
105,서울남대문경찰서,2018,1,7,186,744,361,0.4852150537634409,64898,94.2,0.059539126482122076,0.06765949906392289,0.17113646694453644,0.16739986286277805,0.1463670192685501,0.1623227039145743,0.2253981216823193,5994,0.09236031927023944,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,348,0.1779407685907116,728979,0.1958777445,0.10654867256637168,0.00035398230088495576,0.09663716814159291,0.2336283185840708
106,서울남대문경찰서,2019,0,7,186,790,456,0.5772151898734177,65478,93.9,0.05837030475652314,0.061462922944172514,0.17424803561474378,0.16774208327924434,0.1430698626266637,0.1609459593607062,0.234031017815008,6279,0.09589480436177036,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,352,0.20335074376126333,853964,0.20256532600000002,0.08919727891156462,0.0009251700680272109,0.12174149659863946,0.24234013605442176
107,서울남대문경찰서,2019,1,7,186,849,437,0.5147232037691402,65478,93.9,0.05837030475652314,0.061462922944172514,0.17424803561474378,0.16774208327924434,0.1430698626266637,0.1609459593607062,0.234031017815008,6279,0.09589480436177036,112574,0.10728942739886653,0.10333647200952263,0.2996784337413612,0.10411818004157264,0.2957521274894736,0.0640289942615524,0.02579636505765097,352,0.19704328171294172,853964,0.20256532600000002,0.08368353736524758,0.0009744807844570315,0.11779036482124368,0.2528777635665997
108,서울노원경찰서,2017,0,8,415,2267,998,0.4402293780326423,543499,94.2,0.07480970526164722,0.11588061799561727,0.14216401502118678,0.13466630113394873,0.1759064874084405,0.1613600025023045,0.1951411134151121,4731,0.00870470782834927,531568,0.11515177738313817,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1309,0.2604310219522023,341804,0.242738538,0.10065554746893213,0.002888801961489662,0.11013740282541562,0.2609526648257088
109,서울노원경찰서,2017,1,8,415,2067,926,0.447992259313014,543499,94.2,0.07480970526164722,0.11588061799561727,0.14216401502118678,0.13466630113394873,0.1759064874084405,0.1613600025023045,0.1951411134151121,4731,0.00870470782834927,531568,0.11515177738313817,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1309,0.0873230677517346,341804,0.242738538,0.09555143968213997,0.0026432445723685305,0.11007936184012124,0.273514276568676
110,서울노원경찰서,2018,0,8,415,2069,884,0.4272595456742387,534096,94.0,0.07051166831431054,0.11162038285252088,0.14610856475240405,0.13042037386537253,0.1706603307270603,0.1636316317665738,0.2069740271411881,5828,0.010911895988736108,531568,0.11515177738313817,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1286,0.2710467781073065,349385,0.25345234899999997,0.09672045224813747,0.003313241735614541,0.1079517801654749,0.24989704616075775
111,서울노원경찰서,2018,1,8,415,1886,811,0.4300106044538706,534096,94.0,0.07051166831431054,0.11162038285252088,0.14610856475240405,0.13042037386537253,0.1706603307270603,0.1636316317665738,0.2069740271411881,5828,0.010911895988736108,531568,0.11515177738313817,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1286,0.2627729846319763,349385,0.25345234899999997,0.1018962283809127,0.0030214628047509897,0.09293602833923734,0.2729735361533653
112,서울노원경찰서,2019,0,8,415,1638,927,0.5659340659340659,522480,93.6,0.06724085132445261,0.10728066146072576,0.1459519981626091,0.12568519369162456,0.1670016077170418,0.16631641402541725,0.2204275761751646,6279,0.012017684887459808,531568,0.11515177738313817,0.09646931342744484,0.2845995244258496,0.11932810101435752,0.3112320530957469,0.05091916744424044,0.022300063209222527,1258,0.30845774000918696,346657,0.26489392300000003,0.09601258243820486,0.003806902468231131,0.114064091794606,0.25915533234437277
